         1920208 function calls (1889728 primitive calls) in 2.762 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.006    0.006 artist.py:1(<module>)
        1    0.000    0.000    0.002    0.002 matcher_utils.py:1(<module>)
        1    0.000    0.000    0.010    0.010 spawn.py:1(<module>)
        1    0.000    0.000    0.001    0.001 std.py:245(tqdm)
       23    0.000    0.000    0.000    0.000 core.py:5301(__init__)
        8    0.000    0.000    0.000    0.000 enum.py:1581(__or__)
        1    0.000    0.000    0.005    0.005 __init__.py:244(_check_versions)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       18    0.000    0.000    0.000    0.000 __init__.py:150(__init__)
       29    0.000    0.000    0.000    0.000 cbook.py:1390(_to_unmasked_float_array)
       84    0.000    0.000    0.000    0.000 __init__.py:27(decorator)
       51    0.000    0.000    0.000    0.000 core.py:2466(_generateDefaultName)
       24    0.000    0.000    0.000    0.000 typing.py:1374(__instancecheck__)
       58    0.000    0.000    0.000    0.000 unary.py:160(_torch_inplace_unary)
       37    0.000    0.000    0.000    0.000 _collections.py:20(__missing__)
        1    0.000    0.000    0.077    0.077 shape_prop.py:1(<module>)
        1    0.000    0.000    0.001    0.001 cauchy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
      113    0.000    0.000    0.000    0.000 simple_registry.py:60(__init__)
        1    0.000    0.000    0.000    0.000 mlab.py:1(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        6    0.000    0.000    0.000    0.000 sym_node.py:1267(_make_node_sizes_strides)
        1    0.000    0.000    0.001    0.001 _lowrank.py:1(<module>)
        1    0.000    0.000    0.026    0.026 von_mises.py:1(<module>)
      113    0.000    0.000    0.000    0.000 fake_impl.py:14(__init__)
       85    0.000    0.000    0.000    0.000 core.py:1959(streamline)
        6    0.000    0.000    0.000    0.000 _internal.py:550(getArtifactLogger)
      184    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.004    0.004 runtime_assert.py:1(<module>)
        1    0.000    0.000    0.002    0.002 base64.py:1(<module>)
     10/4    0.000    0.000    0.001    0.000 core.py:4359(streamline)
      142    0.000    0.000    0.000    0.000 wrappers.py:107(__init__)
        4    0.000    0.000    0.000    0.000 _function_base_impl.py:2383(__init__)
        1    0.000    0.000    0.003    0.003 _memory_viz.py:1(<module>)
       62    0.000    0.000    0.000    0.000 patches.py:2357(_register_style)
      161    0.000    0.000    0.000    0.000 util.py:240(escape_re_range_char)
        1    0.000    0.000    0.000    0.000 storage.py:652(TypedStorage)
        1    0.000    0.000    0.000    0.000 frontend.py:673(StmtBuilder)
        1    0.000    0.000    0.000    0.000 continuous_bernoulli.py:22(ContinuousBernoulli)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:578(_ReducedHCT_Element)
       38    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
        1    0.000    0.000    0.046    0.046 graph_settings.py:1(<module>)
       29    0.000    0.000    0.001    0.000 core.py:5756(__init__)
        1    0.000    0.000    0.000    0.000 text.py:80(Text)
      113    0.000    0.000    0.000    0.000 custom_ops.py:387(register_fake)
       11    0.000    0.000    0.000    0.000 dataclasses.py:1308(fields)
        2    0.000    0.000    0.002    0.001 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_base.py:1(<module>)
        6    0.000    0.000    0.017    0.003 linear_relu.py:1(<module>)
       39    0.000    0.000    0.000    0.000 threading.py:122(RLock)
        1    0.000    0.000    0.002    0.002 effects.py:68(__init__)
        1    0.000    0.000    0.015    0.015 tempfile.py:1(<module>)
        2    0.000    0.000    0.001    0.000 batchnorm.py:1(<module>)
        1    0.000    0.000    0.001    0.001 distributed_c10d.py:221(Backend)
        1    0.000    0.000    0.001    0.001 operator_support.py:1(<module>)
      136    0.000    0.000    0.000    0.000 __init__.py:109(<lambda>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        1    0.000    0.000    0.001    0.001 device_mesh.py:64(_MeshEnv)
        1    0.000    0.000    0.009    0.009 textpath.py:1(<module>)
      113    0.000    0.000    0.000    0.000 utils.py:26(__init__)
        9    0.000    0.000    0.000    0.000 getlimits.py:490(__new__)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vmap.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _functional.py:1(<module>)
        1    0.000    0.000    0.001    0.001 c10d_logger.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _char_codes.py:1(<module>)
        1    0.000    0.000    0.009    0.009 _local.py:1(<module>)
        1    0.000    0.000    0.002    0.002 sslproto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _content_store.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lowrank_multivariate_normal.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _tensor.py:1(<module>)
        1    0.000    0.000    0.001    0.001 adam.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _local.py:482(Path)
        1    0.000    0.000    0.000    0.000 categorical.py:12(Categorical)
       10    0.000    0.000    0.000    0.000 __init__.py:264(get_aliased_and_aliases)
        1    0.000    0.000    0.001    0.001 options.py:1(<module>)
        1    0.000    0.000    0.000    0.000 negative_binomial.py:17(NegativeBinomial)
        1    0.000    0.000    0.000    0.000 package_exporter.py:182(PackageExporter)
      102    0.000    0.000    0.000    0.000 exceptions.py:49(__init__)
       31    0.000    0.000    0.000    0.000 __init__.py:265(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:561(_World)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        1    0.000    0.000    0.001    0.001 selecting.py:1(<module>)
      138    0.000    0.000    0.000    0.000 __init__.py:247(<genexpr>)
        1    0.000    0.000    0.000    0.000 storage.py:37(_StorageBase)
        1    0.000    0.000    0.001    0.001 join.py:1(<module>)
      105    0.000    0.000    0.000    0.000 __init__.py:335(wrapper)
        1    0.000    0.000    0.000    0.000 wrappers.py:1(<module>)
        6    0.000    0.000    0.005    0.001 _functools.py:75(wrapper)
        5    0.000    0.000    0.001    0.000 warnings.py:131(filterwarnings)
       40    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
       24    0.000    0.000    0.000    0.000 typing.py:1665(__subclasscheck__)
      127    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        1    0.000    0.000    0.000    0.000 _utils_impl.py:1(<module>)
        1    0.000    0.000    0.020    0.020 functional_tensor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 adamw.py:1(<module>)
      127    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        8    0.000    0.000    0.001    0.000 core.py:2945(_generateDefaultName)
       33    0.000    0.000    0.001    0.000 contextlib.py:136(__enter__)
       18    0.000    0.000    0.000    0.000 __init__.py:546(_cycler)
      127    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.000    0.000 observer.py:956(HistogramObserver)
       63    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
      127    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        1    0.000    0.000    0.003    0.003 common_types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:61(NDArrayOperatorsMixin)
      185    0.000    0.000    0.000    0.000 contextlib.py:447(__enter__)
        1    0.000    0.000    0.000    0.000 continuous_bernoulli.py:1(<module>)
        1    0.000    0.000    0.000    0.000 adamax.py:1(<module>)
       32    0.000    0.000    0.000    0.000 typing.py:1969(_caller)
        8    0.000    0.000    0.001    0.000 infer_schema.py:164(derived_types)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        8    0.000    0.000    0.000    0.000 __init__.py:600(__init__)
        1    0.000    0.000    0.000    0.000 container.py:64(Sequential)
       90    0.000    0.000    0.000    0.000 __init__.py:185(keys)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _enums.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 tarfile.py:852(TarInfo)
        1    0.000    0.000    0.000    0.000 collections.py:27(Collection)
        1    0.000    0.000    0.000    0.000 graph.py:56(Node)
        1    0.000    0.000    0.000    0.000 pkgutil.py:1(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:2324(runtime_checkable)
        1    0.000    0.000    0.002    0.002 std.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _config_module.py:119(ConfigModule)
        1    0.000    0.000    0.003    0.003 _registrations.py:1(<module>)
       16    0.000    0.000    0.000    0.000 rcsetup.py:96(_listify_validator)
        1    0.000    0.000    0.000    0.000 exponential.py:14(Exponential)
        1    0.000    0.000    0.035    0.035 python.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:955(__init__)
      198    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       11    0.000    0.000    0.000    0.000 _tensor.py:30(_handle_torch_function_and_wrap_type_error_to_not_implemented)
        1    0.000    0.000    0.000    0.000 _scalars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 param_fetch.py:1(<module>)
        1    0.000    0.000    0.002    0.002 gumbel.py:1(<module>)
      127    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
       29    0.000    0.000    0.000    0.000 constraint_registry.py:109(<lambda>)
        1    0.000    0.000    0.001    0.001 interpreter.py:1(<module>)
       12    0.000    0.000    0.000    0.000 _ops.py:1199(__init__)
        1    0.000    0.000    0.000    0.000 importer.py:1(<module>)
       34    0.000    0.000    0.000    0.000 _local.py:252(_from_parsed_string)
      170    0.000    0.000    0.000    0.000 multiarray.py:161(concatenate)
        1    0.000    0.000    0.000    0.000 parametrizations.py:41(_Orthogonal)
        1    0.000    0.000    0.000    0.000 fusion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        4    0.000    0.000    0.000    0.000 core.py:1515(__mul__)
        1    0.000    0.000    0.001    0.001 infer_schema.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1675(FigureCanvasBase)
        2    0.000    0.000    0.000    0.000 _local.py:581(glob)
        1    0.000    0.000    0.001    0.001 forward_ad.py:1(<module>)
       36    0.000    0.000    0.000    0.000 binary.py:160(_torch_binary)
        1    0.000    0.000    0.003    0.003 difflib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 radam.py:1(<module>)
        1    0.000    0.000    0.001    0.001 structures.py:1(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:145(_check_size)
        1    0.000    0.000    0.000    0.000 independent.py:14(Independent)
        1    0.000    0.000    0.000    0.000 interpreter.py:19(Interpreter)
        1    0.000    0.000    0.001    0.001 sharding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reduction.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _creation.py:1(<module>)
        1    0.000    0.000    0.003    0.003 nadam.py:1(<module>)
       42    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:83(<genexpr>)
       37    0.000    0.000    0.000    0.000 __init__.py:305(escape)
      103    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 core.py:3039(__array_finalize__)
       24    0.000    0.000    0.000    0.000 qconfig.py:105(__new__)
        3    0.000    0.000    0.010    0.003 traceback.py:242(format_stack)
        1    0.000    0.000    0.000    0.000 thread.py:1(<module>)
       20    0.000    0.000    0.000    0.000 functools.py:866(_is_valid_dispatch_type)
        1    0.000    0.000    0.000    0.000 _iotools.py:451(StringConverter)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:593(FakeTensor)
      127    0.000    0.000    0.000    0.000 core.py:2453(__getnewargs__)
        1    0.000    0.000    0.000    0.000 adadelta.py:1(<module>)
        1    0.000    0.000    0.001    0.001 transformed_distribution.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:518(_get_config_or_cache_dir)
       14    0.000    0.000    0.000    0.000 constraints.py:207(__call__)
        1    0.000    0.000    0.001    0.001 rprop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 qconfig_mapping.py:1(<module>)
       41    0.000    0.000    0.000    0.000 _parser.py:303(checkgroupname)
        9    0.000    0.000    0.000    0.000 warnings.py:188(_add_filter)
        3    0.000    0.000    0.000    0.000 enum.py:1444(_missing_)
       40    0.000    0.000    0.000    0.000 _jit_internal.py:670(export)
        1    0.000    0.000    0.002    0.002 bernoulli.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 asgd.py:1(<module>)
        6    0.000    0.000    0.000    0.000 __init__.py:804(search)
        1    0.000    0.000    0.025    0.025 geo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:3152(ArrowStyle)
        1    0.000    0.000    0.000    0.000 adagrad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._multiprocessing_init}
        1    0.000    0.000    0.000    0.000 _config_module.py:1(<module>)
        1    0.000    0.000    0.001    0.001 infer_schema.py:190(get_supported_param_types)
        1    0.000    0.000    0.000    0.000 sgd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lobpcg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 proj3d.py:1(<module>)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
       18    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.001    0.001 _tensor_str.py:1(<module>)
        1    0.000    0.000    0.000    0.000 graph_module.py:363(GraphModule)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._tracer_warn_use_python}
        1    0.000    0.000    0.000    0.000 split_module.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fake_class_registry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _symbolic_trace.py:235(Tracer)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 fold.py:1(<module>)
        1    0.000    0.000    0.002    0.002 adaptive.py:1(<module>)
        1    0.000    0.000    0.001    0.001 routeddecoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:1(<module>)
       37    0.000    0.000    0.000    0.000 deprecation.py:102(deprecated)
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selector_events.py:1(<module>)
       88    0.000    0.000    0.000    0.000 typing.py:2999(<genexpr>)
       12    0.000    0.000    0.000    0.000 core.py:6055(<lambda>)
       12    0.000    0.000    0.000    0.000 functools.py:672(cache)
        1    0.000    0.000    0.004    0.004 cli.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:1876(BaseTy)
        1    0.000    0.000    0.000    0.000 sampler.py:30(Sampler)
       10    0.000    0.000    0.005    0.000 core.py:5780(__init__)
      109    0.000    0.000    0.000    0.000 _pytree.py:426(_list_flatten)
      109    0.000    0.000    0.000    0.000 wrappers.py:249(<genexpr>)
        3    0.000    0.000    0.000    0.000 _local.py:800(expanduser)
       24    0.000    0.000    0.000    0.000 pickletools.py:193(__init__)
        1    0.000    0.000    0.001    0.001 charset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:84(TransformNode)
        4    0.000    0.000    0.000    0.000 inspect.py:3095(_hash_basis)
        1    0.000    0.000    0.000    0.000 distribution.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pass_manager.py:1(<module>)
        9    0.000    0.000    0.000    0.000 weakref.py:289(update)
        1    0.000    0.000    0.000    0.000 mixture_same_family.py:12(MixtureSameFamily)
        1    0.000    0.000    0.000    0.000 __init__.py:177(CudnnModule)
        1    0.000    0.000    0.004    0.004 ipaddress.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_registry.py:1(<module>)
        8    0.000    0.000    0.000    0.000 colors.py:1673(make_norm_from_scale)
        2    0.000    0.000    0.000    0.000 deprecation.py:419(make_keyword_only)
        1    0.000    0.000    0.000    0.000 unicode.py:85(identchars)
        1    0.000    0.000    0.000    0.000 inspect.py:2156(_signature_strip_non_python_syntax)
        1    0.000    0.000    0.000    0.000 colorbar.py:195(Colorbar)
        1    0.000    0.000    0.047    0.047 _fontconfig_pattern.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nccl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:350(ScalarType)
        1    0.000    0.000    0.000    0.000 contour.py:671(ContourSet)
        1    0.000    0.000    0.000    0.000 rmsprop.py:1(<module>)
       26    0.000    0.000    0.000    0.000 _jit_internal.py:1006(is_pass)
        4    0.000    0.000    0.000    0.000 colors.py:1740(Norm)
        1    0.000    0.000    0.000    0.000 data_parallel.py:52(DataParallel)
       97    0.000    0.000    0.000    0.000 core.py:6101(<genexpr>)
       78    0.000    0.000    0.000    0.000 util.py:109(get)
        3    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:221(AbstractEventLoop)
        2    0.000    0.000    0.000    0.000 fused.py:1(<module>)
       10    0.000    0.000    0.001    0.000 extras.py:255(getdoc)
       18    0.000    0.000    0.000    0.000 transforms.py:56(_make_str_method)
        6    0.000    0.000    0.000    0.000 deprecation.py:509(suppress_matplotlib_deprecation_warning)
        1    0.000    0.000    0.001    0.001 weibull.py:1(<module>)
       50    0.000    0.000    0.000    0.000 _add_newdocs.py:6752(refer_to_array_attribute)
        1    0.000    0.000    0.000    0.000 axis.py:37(Tick)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
       26    0.000    0.000    0.001    0.000 core.py:7039(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:34(envwrap)
        1    0.000    0.000    0.000    0.000 _streambase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 grad_scaler.py:49(GradScaler)
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.001    0.001 internal.py:1(<module>)
       50    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
        1    0.000    0.000    0.000    0.000 profiler_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:423(UfuncKey)
       36    0.000    0.000    0.000    0.000 rcsetup.py:772(<genexpr>)
       74    0.000    0.000    0.000    0.000 <frozen os>:797(decode)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
        1    0.000    0.000    0.000    0.000 ImageColor.py:1(<module>)
        1    0.000    0.000    0.002    0.002 rlcompleter.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:890(TypeGuard)
        1    0.000    0.000    0.000    0.000 dataloader.py:130(DataLoader)
        1    0.000    0.000    0.000    0.000 normal.py:15(Normal)
        1    0.000    0.000    0.003    0.003 events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multivariate_normal.py:87(MultivariateNormal)
        1    0.000    0.000    0.000    0.000 relaxed_bernoulli.py:22(LogitRelaxedBernoulli)
        1    0.000    0.000    0.001    0.001 markers.py:1(<module>)
       26    0.000    0.000    0.000    0.000 tokenize.py:486(generate_tokens)
        1    0.000    0.000    0.000    0.000 matcher_utils.py:18(_init_logger)
        1    0.000    0.000    0.000    0.000 _fuser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _script.py:595(RecursiveScriptModule)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1895(_split_scope_id)
        1    0.000    0.000    0.002    0.002 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datapipe.py:243(MapDataPipe)
        1    0.000    0.000    0.001    0.001 ImageFile.py:1(<module>)
        2    0.000    0.000    0.000    0.000 rcsetup.py:466(_validate_papersize)
        1    0.000    0.000    0.000    0.000 fishersnedecor.py:1(<module>)
       28    0.000    0.000    0.001    0.000 _local.py:346(name)
        1    0.000    0.000    0.002    0.002 triton.py:1(<module>)
        1    0.000    0.000    0.000    0.000 grad_scaler.py:9(GradScaler)
        9    0.000    0.000    0.000    0.000 _contextlib.py:154(__new__)
       11    0.000    0.000    0.000    0.000 rcsetup.py:361(_validate_cmap)
       26    0.000    0.000    0.000    0.000 dataclasses.py:328(__set_name__)
       44    0.000    0.000    0.000    0.000 core.py:4079(<genexpr>)
       29    0.000    0.000    0.002    0.000 typing.py:1762(copy_with)
        2    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 graph_signature.py:133(ExportGraphSignature)
        1    0.000    0.000    0.029    0.029 compile_time_profiler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataset.py:304(ConcatDataset)
        1    0.000    0.000    0.001    0.001 format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rnn.py:509(LSTM)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        3    0.000    0.000    0.000    0.000 functools.py:189(total_ordering)
        1    0.000    0.000    0.000    0.000 functional_call.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sampler.py:206(SubsetRandomSampler)
        4    0.000    0.000    0.000    0.000 c10d_logger.py:93(_time_logger)
        1    0.000    0.000    0.011    0.011 category.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:756(Popen)
        1    0.000    0.000    0.000    0.000 bezier.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transformer.py:61(Transformer)
        6    0.000    0.000    0.000    0.000 _compiler.py:389(_bytes_to_codes)
        1    0.000    0.000    0.003    0.003 categorical.py:1(<module>)
       22    0.000    0.000    0.000    0.000 _type_aliases.py:118(<lambda>)
        1    0.000    0.000    0.000    0.000 _dataclass_impls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 uniform.py:15(Uniform)
        1    0.000    0.000    0.001    0.001 context.py:1(<module>)
        7    0.000    0.000    0.000    0.000 <frozen posixpath>:175(dirname)
        1    0.000    0.000    0.000    0.000 dataframe_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _local.py:59(PurePath)
        1    0.000    0.000    0.000    0.000 bernoulli.py:20(Bernoulli)
        1    0.000    0.000    0.000    0.000 artist.py:117(Artist)
      156    0.000    0.000    0.000    0.000 core.py:806(postParse)
        1    0.000    0.000    0.000    0.000 _contextlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gamma.py:18(Gamma)
        1    0.000    0.000    0.000    0.000 ssl.py:978(SSLSocket)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
       10    0.000    0.000    0.000    0.000 enum.py:1206(_add_alias_)
       54    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _internal.py:45(LogRegistry)
       79    0.000    0.000    0.000    0.000 reduction.py:43(register)
        1    0.000    0.000    0.000    0.000 observer.py:658(PerChannelMinMaxObserver)
       82    0.000    0.000    0.000    0.000 core.py:4064(<genexpr>)
       31    0.000    0.000    0.000    0.000 warnings.py:462(__init__)
        2    0.000    0.000    0.001    0.000 fuse_modules.py:1(<module>)
        7    0.000    0.000    0.000    0.000 core.py:1482(__radd__)
       30    0.000    0.000    0.000    0.000 core.py:4414(<genexpr>)
        1    0.000    0.000    0.001    0.001 half_normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fake_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 package_importer.py:74(PackageImporter)
        1    0.000    0.000    0.000    0.000 spines.py:14(Spine)
        1    0.000    0.000    0.000    0.000 config.py:731(cpp)
        1    0.000    0.000    0.000    0.000 exceptions.py:30(ParseBaseException)
       32    0.000    0.000    0.000    0.000 tokenize.py:374(read_or_stop)
       13    0.000    0.000    0.007    0.001 rcsetup.py:426(validate_font_properties)
       34    0.000    0.000    0.000    0.000 _internal.py:96(register_artifact_name)
        1    0.000    0.000    0.000    0.000 _comparison.py:611(TensorLikePair)
      4/2    0.000    0.000    0.000    0.000 functools.py:708(_c3_mro)
        4    0.000    0.000    0.000    0.000 typing.py:1623(__init__)
       30    0.000    0.000    0.000    0.000 {method 'result_type' of 'numpy._core._multiarray_umath._array_converter' objects}
        1    0.000    0.000    0.000    0.000 proxy.py:108(TracerBase)
        1    0.000    0.000    0.003    0.003 spines.py:1(<module>)
       11    0.000    0.000    0.000    0.000 version.py:47(parse)
        1    0.000    0.000    0.001    0.001 grad_mode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 relaxed_bernoulli.py:1(<module>)
        1    0.000    0.000    0.000    0.000 conv.py:746(_ConvTransposeNd)
       13    0.000    0.000    0.000    0.000 core.py:8727(getdoc)
        1    0.000    0.000    0.000    0.000 exponential.py:1(<module>)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:19(SpectralNorm)
        3    0.000    0.000    0.000    0.000 typing.py:415(decorator)
       16    0.000    0.000    0.000    0.000 fake_quantize.py:121(with_args)
        2    0.000    0.000    0.000    0.000 _jit_internal.py:782(ignore)
        1    0.000    0.000    0.000    0.000 transformed_distribution.py:16(TransformedDistribution)
        1    0.000    0.000    0.001    0.001 beta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sparse.py:15(Embedding)
       77    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
       78    0.000    0.000    0.000    0.000 _internal.py:904(<genexpr>)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
       30    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        3    0.000    0.000    0.010    0.003 __init__.py:247(_lazy_call)
       95    0.000    0.000    0.000    0.000 _local.py:298(root)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1579(_IPv4Constants)
        1    0.000    0.000    0.000    0.000 transforms.py:678(Bbox)
        1    0.000    0.000    0.000    0.000 _lazy_graph_module.py:1(<module>)
        1    0.000    0.000    0.000    0.000 profiler_util.py:443(FunctionEvent)
        1    0.000    0.000    0.000    0.000 cm.py:301(ScalarMappable)
       18    0.000    0.000    0.000    0.000 core.py:1031(__init__)
       57    0.000    0.000    0.000    0.000 __init__.py:152(<genexpr>)
        1    0.000    0.000    0.001    0.001 _triinterpolate.py:1(<module>)
        1    0.000    0.000    0.038    0.038 defmatrix.py:1(<module>)
        4    0.000    0.000    0.000    0.000 ast.py:58(literal_eval)
        1    0.000    0.000    0.001    0.001 ns_types.py:1(<module>)
       41    0.000    0.000    0.000    0.000 version.py:207(<genexpr>)
      113    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sslproto.py:263(SSLProtocol)
        1    0.000    0.000    0.000    0.000 laplace.py:14(Laplace)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.007    0.007 table.py:1(<module>)
       18    0.000    0.000    0.000    0.000 pickletools.py:961(__init__)
        1    0.000    0.000    0.000    0.000 results.py:1(<module>)
       29    0.000    0.000    0.000    0.000 __init__.py:1119(__init__)
        8    0.000    0.000    0.000    0.000 core.py:5045(__init__)
        1    0.000    0.000    0.000    0.000 _histograms_impl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ImageMode.py:1(<module>)
       30    0.000    0.000    0.000    0.000 binary.py:169(_torch_inplace_binary)
        7    0.000    0.000    0.000    0.000 _config_module.py:371(__init__)
        1    0.000    0.000    0.029    0.029 function.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:362(TestCase)
       40    0.000    0.000    0.000    0.000 typing.py:1230(<genexpr>)
