         1920208 function calls (1889728 primitive calls) in 2.762 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 autograd.py:119(supports_tensorlist)
        1    0.000    0.000    0.000    0.000 join.py:44(Joinable)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        2    0.000    0.000    0.001    0.000 inspect.py:621(getmembers)
        6    0.000    0.000    0.000    0.000 __init__.py:316(_logged_cached)
        1    0.000    0.000    0.000    0.000 _guards.py:81(GuardSource)
       13    0.000    0.000    0.000    0.000 rcsetup.py:163(validate_axisbelow)
       29    0.000    0.000    0.000    0.000 core.py:4366(<genexpr>)
        1    0.000    0.000    0.001    0.001 __init__.py:299(loads)
        1    0.000    0.000    0.000    0.000 patches.py:980(PathPatch)
        1    0.000    0.000    0.000    0.000 _thunk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functional_modules.py:165(QFunctional)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        2    0.000    0.000    0.000    0.000 enum.py:1707(global_enum)
        1    0.000    0.000    0.000    0.000 __init__.py:553(SymFloat)
        1    0.000    0.000    0.000    0.000 backend_tools.py:73(ToolBase)
        1    0.000    0.000    0.000    0.000 cbook.py:120(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 request.py:287(Request)
        6    0.000    0.000    0.000    0.000 profiler_util.py:394(_attr_formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:921(Handler)
       20    0.000    0.000    0.000    0.000 {method 'has_default' of 'typing.TypeVar' objects}
        1    0.000    0.000    0.000    0.000 upsampling.py:196(UpsamplingNearest2d)
        1    0.000    0.000    0.000    0.000 _numeric_debugger.py:35(OutputLogger)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1924(IPv6Address)
        1    0.000    0.000    0.000    0.000 util.py:102(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:61(Sectioned)
        1    0.000    0.000    0.000    0.000 threading.py:869(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:677(Colormap)
        1    0.000    0.000    0.000    0.000 storage.py:452(UntypedStorage)
        6    0.000    0.000    0.000    0.000 __init__.py:1497(debug)
        1    0.000    0.000    0.000    0.000 _trace.py:817(_ExportOutcome)
        5    0.000    0.000    0.000    0.000 rcsetup.py:237(_validate_pathlike)
        1    0.000    0.000    0.000    0.000 mock.py:1320(_patch)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 grouping.py:162(GrouperIterDataPipe)
        1    0.000    0.000    0.000    0.000 hooks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 art3d.py:646(Path3DCollection)
        1    0.000    0.000    0.000    0.000 _parser.py:568(parser)
        1    0.000    0.000    0.000    0.000 transforms.py:562(PowerTransform)
        1    0.000    0.000    0.000    0.000 combining.py:61(ZipperMapDataPipe)
        1    0.000    0.000    0.000    0.000 nvtx.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unicode.py:123(pyparsing_unicode)
        4    0.000    0.000    0.000    0.000 _backport_slots.py:23(_get_slots)
        1    0.000    0.000    0.000    0.000 timeouts.py:18(_State)
        1    0.000    0.000    0.000    0.000 axis.py:509(Ticker)
        1    0.000    0.000    0.000    0.000 graph_drawer.py:429(FxGraphDrawer)
        1    0.000    0.000    0.000    0.000 conv.py:986(ConvTranspose2d)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 conv.py:354(Conv1d)
        1    0.000    0.000    0.000    0.000 custom_ops.py:160(CustomOpDef)
        1    0.000    0.000    0.007    0.007 parser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _structures.py:35(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 sparse.py:14(Embedding)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:328(AxisConcatenator)
       58    0.000    0.000    0.000    0.000 _utils.py:852(__init__)
        2    0.000    0.000    0.003    0.001 __init__.py:12(__getattr__)
        1    0.000    0.000    0.000    0.000 _docstring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pooling.py:1132(LPPool2d)
        3    0.000    0.000    0.000    0.000 utils.py:501(union)
        1    0.000    0.000    0.000    0.000 autocast_mode.py:12(autocast)
        3    0.000    0.000    0.000    0.000 inspect.py:2295(p)
       14    0.000    0.000    0.000    0.000 mixins.py:28(_reflected_binary_method)
       10    0.000    0.000    0.000    0.000 enum.py:1424(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 __init__.py:716(FastPath)
        1    0.000    0.000    0.000    0.000 _monitor.py:1(<module>)
       17    0.000    0.000    0.000    0.000 _exposed_in.py:10(exposed_in)
        1    0.000    0.000    0.000    0.000 combining.py:386(DemultiplexerIterDataPipe)
        1    0.000    0.000    0.000    0.000 _enums.py:119(CapStyle)
        1    0.000    0.000    0.000    0.000 _memory_profiler.py:420(DataFlowNode)
        1    0.000    0.000    0.000    0.000 widgets.py:3726(PolygonSelector)
        1    0.000    0.000    0.000    0.000 patches.py:1765(Annulus)
        1    0.000    0.000    0.001    0.001 strict_mode.py:32(__init__)
        1    0.000    0.000    0.000    0.000 functional_tensor.py:672(PythonFunctionalizeAPI)
        1    0.000    0.000    0.000    0.000 _lazy_graph_module.py:64(_LazyGraphModule)
        1    0.000    0.000    0.000    0.000 swa_utils.py:357(SWALR)
        1    0.000    0.000    0.000    0.000 _decomposition_utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 constraints.py:382(__init__)
        1    0.000    0.000    0.000    0.000 _ir_utils.py:7(_InsertPoint)
        1    0.000    0.000    0.000    0.000 grad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 glob_group.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ops.py:649(OpOverload)
       24    0.000    0.000    0.000    0.000 typing.py:2505(<genexpr>)
       11    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 _semi_structured_conversions.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
       34    0.000    0.000    0.000    0.000 multiarray.py:1101(copyto)
        1    0.000    0.000    0.000    0.000 fnmatch.py:85(_translate)
        1    0.000    0.000    0.000    0.000 testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_reset_cache)
        1    0.000    0.000    0.000    0.000 ImageChops.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _config_module.py:140(__setattr__)
        1    0.000    0.000    0.000    0.000 core.py:144(MaskedTensor)
        1    0.000    0.000    0.000    0.000 half_normal.py:15(HalfNormal)
        1    0.000    0.000    0.000    0.000 _typing.py:239(_DataPipeType)
        1    0.000    0.000    0.000    0.000 profiler_legacy.py:28(profile)
        1    0.000    0.000    0.000    0.000 sslproto.py:31(AppProtocolState)
        2    0.000    0.000    0.000    0.000 functools.py:925(wrapper)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
       11    0.000    0.000    0.000    0.000 {method 'keys' of 'mappingproxy' objects}
       17    0.000    0.000    0.000    0.000 inspect.py:2836(__hash__)
       33    0.000    0.000    0.000    0.000 __init__.py:78(<genexpr>)
        7    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 mock.py:2260(AsyncMockMixin)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:89(LRScheduler)
        1    0.000    0.000    0.000    0.000 textpath.py:20(TextToPath)
        1    0.000    0.000    0.000    0.000 loader.py:63(TestLoader)
        1    0.000    0.000    0.000    0.000 types.py:276(coroutine)
        1    0.000    0.000    0.000    0.000 patches.py:1994(Arc)
        2    0.000    0.000    0.000    0.000 _structures.py:6(InfinityType)
        1    0.000    0.000    0.000    0.000 function.py:596(once_differentiable)
        4    0.000    0.000    0.000    0.000 _abc.py:460(is_dir)
        1    0.000    0.000    0.000    0.000 transforms.py:1165(LockableBbox)
        3    0.000    0.000    0.000    0.000 six.py:96(__get__)
        1    0.000    0.000    0.000    0.000 _memory_profiler.py:663(MemoryProfile)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        1    0.000    0.000    0.000    0.000 _guards.py:577(CompileContext)
        1    0.000    0.000    0.000    0.000 conv_add.py:12(ConvAdd2d)
        1    0.000    0.000    0.000    0.000 glob.py:8(Translator)
        1    0.000    0.000    0.000    0.000 datapipe.py:38(DataChunk)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1285(LocationEvent)
        1    0.000    0.000    0.000    0.000 constants.py:38(_SendfileMode)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
       15    0.000    0.000    0.000    0.000 _jit_internal.py:893(_copy_to_script_wrapper)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        6    0.000    0.000    0.000    0.000 core.py:1180(__init__)
        5    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 collections.py:1333(LineCollection)
        1    0.000    0.000    0.000    0.000 __init__.py:86(MkldnnModule)
        1    0.000    0.000    0.001    0.001 code_template.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataloader.py:763(_MultiProcessingDataLoaderIter)
        1    0.000    0.000    0.000    0.000 glob.py:527(_StringGlobber)
        1    0.000    0.000    0.000    0.000 linear.py:103(Linear)
        1    0.000    0.000    0.000    0.000 _deprecate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:397(ScalarFormatter)
        1    0.000    0.000    0.001    0.001 tools_common.py:80(FxNetAccFusionsFinder)
        1    0.000    0.000    0.000    0.000 swa_utils.py:105(AveragedModel)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:287(LambdaLR)
        1    0.000    0.000    0.000    0.000 __init__.py:147(make)
       15    0.000    0.000    0.000    0.000 _internal.py:523(register_log)
        1    0.000    0.000    0.000    0.000 __init__.py:126(EntryPoint)
        1    0.000    0.000    0.000    0.000 trace_dependencies.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functional_modules.py:12(FloatFunctional)
        1    0.000    0.000    0.000    0.000 _local.py:354(with_name)
        1    0.000    0.000    0.000    0.000 config.py:964(aot_inductor)
        1    0.000    0.000    0.000    0.000 colors.py:97(ColorSequenceRegistry)
        1    0.000    0.000    0.000    0.000 flatten.py:59(Unflatten)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:106(NpzFile)
        1    0.000    0.000    0.000    0.000 __init__.py:1462(Logger)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:441(__enter__)
        1    0.000    0.000    0.008    0.008 find_first_use_of_broken_modules.py:1(<module>)
        1    0.000    0.000    0.000    0.000 win.py:1(<module>)
        2    0.000    0.000    0.000    0.000 deprecation.py:142(finalize)
       15    0.000    0.000    0.000    0.000 _internal.py:90(register_log)
        1    0.000    0.000    0.000    0.000 conv.py:16(_ConvNd)
        1    0.000    0.000    0.000    0.000 grouping.py:46(BatcherIterDataPipe)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        1    0.000    0.000    0.000    0.000 __init__.py:1205(_ZipWriteFile)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 gui.py:1(<module>)
       17    0.000    0.000    0.000    0.000 ssl.py:972(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 _trace.py:808(_ExportType)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.000    0.000 gridspec.py:26(GridSpecBase)
        1    0.000    0.000    0.000    0.000 _memory_profiler.py:66(Action)
        1    0.000    0.000    0.000    0.000 profiler.py:1082(KinetoStepTracker)
        2    0.000    0.000    0.000    0.000 <frozen os>:725(__delitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:89(cuFFTPlanCacheManager)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 __init__.py:411(discover)
        5    0.000    0.000    0.000    0.000 __init__.py:24(is_available)
        1    0.000    0.000    0.000    0.000 config.py:1154(trace)
        1    0.000    0.000    0.000    0.000 pass_manager.py:145(PassManager)
        1    0.000    0.000    0.000    0.000 functional_tensor.py:758(FunctorchFunctionalizeAPI)
        3    0.000    0.000    0.000    0.000 constraints.py:116(__init__)
        1    0.000    0.000    0.000    0.000 conv.py:1374(_ConvTransposeMixin)
        1    0.000    0.000    0.000    0.000 loss.py:546(MSELoss)
        1    0.000    0.000    0.000    0.000 _array_utils_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        1    0.000    0.000    0.000    0.000 fake_quantize.py:130(FakeQuantize)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1132(StackTransform)
        1    0.000    0.000    0.000    0.000 __init__.py:437(check_sparse_tensor_invariants)
       17    0.000    0.000    0.000    0.000 results.py:272(__iter__)
        1    0.000    0.000    0.001    0.001 __init__.py:41(__getattr__)
        7    0.000    0.000    0.000    0.000 serialization.py:346(register_package)
        1    0.000    0.000    0.000    0.000 transformer.py:309(TransformerEncoder)
       17    0.000    0.000    0.000    0.000 typing.py:2199(<genexpr>)
        1    0.000    0.000    0.000    0.000 graph.py:326(CodeGen)
        1    0.000    0.000    0.000    0.000 art3d.py:852(Poly3DCollection)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 _trace.py:1439(_script_if_tracing)
        1    0.000    0.000    0.000    0.000 _functions.py:10(Broadcast)
        1    0.000    0.000    0.000    0.000 sampler.py:293(BatchSampler)
        1    0.000    0.000    0.000    0.000 unflatten.py:714(_ModuleFrame)
        1    0.000    0.000    0.000    0.000 _memory_profiler.py:620(CategoryElement)
        1    0.000    0.000    0.000    0.000 rprop.py:28(Rprop)
        1    0.000    0.000    0.001    0.001 code_template.py:17(CodeTemplate)
       13    0.000    0.000    0.000    0.000 mixins.py:38(_inplace_binary_method)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:3567(_ndim_dispatcher)
        3    0.000    0.000    0.000    0.000 core.py:1754(suppress)
        1    0.000    0.000    0.000    0.000 _stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:1226(ReduceLROnPlateau)
        7    0.000    0.000    0.000    0.000 _axes.py:47(_make_axes_method)
        1    0.000    0.000    0.000    0.000 backend_managers.py:32(ToolManager)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2780(_Mode)
       10    0.000    0.000    0.000    0.000 core.py:3739(parseImpl)
        1    0.000    0.000    0.000    0.000 _mode_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:56(TestProgram)
        1    0.000    0.000    0.000    0.000 _storage_docs.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:274(load)
        1    0.000    0.000    0.000    0.000 core.py:3464(__init__)
        3    0.000    0.000    0.000    0.000 core.py:4196(__init__)
        1    0.000    0.000    0.000    0.000 _hook_iterator.py:9(_SnapshotState)
       72    0.000    0.000    0.000    0.000 _jit_internal.py:92(__getitem__)
        3    0.000    0.000    0.000    0.000 core.py:5026(__init__)
        1    0.000    0.000    0.000    0.000 _tight_layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:749(zip_children)
        1    0.000    0.000    0.000    0.000 streams.py:309(StreamWriter)
        1    0.000    0.000    0.001    0.001 request.py:910(AbstractBasicAuthHandler)
        1    0.000    0.000    0.002    0.002 scimath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1110(StreamHandler)
        3    0.000    0.000    0.000    0.000 platform.py:1065(system)
       10    0.000    0.000    0.000    0.000 enum.py:1434(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 observer.py:1498(RecordingObserver)
       24    0.000    0.000    0.000    0.000 patches.py:2337(<genexpr>)
        1    0.000    0.000    0.000    0.000 plistlib.py:177(_PlistParser)
        1    0.000    0.000    0.001    0.001 encoders.py:1(<module>)
        2    0.000    0.000    0.000    0.000 stubs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shape_prop.py:16(TensorMetadata)
       14    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        8    0.000    0.000    0.000    0.000 rrule.py:77(<genexpr>)
        1    0.000    0.000    0.000    0.000 conv.py:273(ConvTranspose1d)
        1    0.000    0.000    0.000    0.000 axis.py:2572(YAxis)
        1    0.000    0.000    0.000    0.000 trsock.py:4(TransportSocket)
        1    0.000    0.000    0.000    0.000 adam.py:32(Adam)
        1    0.000    0.000    0.000    0.000 thread.py:46(_WorkItem)
        1    0.000    0.000    0.000    0.000 __init__.py:862(ZipExtFile)
        1    0.000    0.000    0.000    0.000 thread.py:121(ThreadPoolExecutor)
        1    0.000    0.000    0.000    0.000 rnn.py:1432(RNNCellBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:202(OffsetBox)
        1    0.000    0.000    0.000    0.000 widgets.py:2090(_SelectorWidget)
       21    0.000    0.000    0.000    0.000 core.py:3876(recurse)
        1    0.000    0.000    0.000    0.000 colors.py:1229(Normalize)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.001    0.001 decoder.py:339(decode)
        1    0.000    0.000    0.000    0.000 _memory_profiler.py:631(CategoryDict)
       24    0.000    0.000    0.000    0.000 dviread.py:152(_dispatch)
        1    0.000    0.000    0.000    0.000 utils.py:76(wrap)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _expired_attrs_2_0.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._distributed_c10d.set_debug_level_from_env}
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:13(BaseSubprocessTransport)
        1    0.000    0.000    0.000    0.000 padding.py:33(_CircularPadNd)
        1    0.000    0.000    0.000    0.000 _contextlib.py:121(_DecoratorContextManager)
        2    0.000    0.000    0.000    0.000 arrayprint.py:537(decorating_function)
        1    0.000    0.000    0.000    0.000 glob.py:322(_compile_pattern)
        1    0.000    0.000    0.000    0.000 sgd.py:24(SGD)
       30    0.000    0.000    0.000    0.000 results.py:263(__contains__)
        1    0.000    0.000    0.000    0.000 helpers.py:662(OpAssoc)
        6    0.000    0.000    0.000    0.000 __init__.py:47(_running_with_deploy)
        1    0.000    0.000    0.000    0.000 _check.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:235(QuiverKey)
       24    0.000    0.000    0.000    0.000 core.py:4365(<genexpr>)
        1    0.000    0.000    0.000    0.000 _binary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:62(__init__)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loss.py:1695(TripletMarginWithDistanceLoss)
        1    0.000    0.000    0.000    0.000 _pytree.py:1328(_TreeSpecSchema)
        1    0.000    0.000    0.000    0.000 tarfile.py:605(_FileInFile)
        4    0.000    0.000    0.000    0.000 core.py:5839(__init__)
        1    0.000    0.000    0.000    0.000 _backward_state.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dynamic_shapes.py:43(_DimHint)
        3    0.000    0.000    0.000    0.000 case.py:405(__init_subclass__)
        2    0.000    0.000    0.000    0.000 __init__.py:120(__setattr__)
        7    0.000    0.000    0.000    0.000 core.py:3601(__init__)
        1    0.000    0.000    0.000    0.000 quant_type.py:11(QuantType)
        1    0.000    0.000    0.000    0.000 activation.py:973(MultiheadAttention)
        1    0.000    0.000    0.000    0.000 combining.py:670(ZipperIterDataPipe)
        1    0.000    0.000    0.000    0.000 linear.py:17(Linear)
        1    0.000    0.000    0.000    0.000 quiver.py:868(Barbs)
        3    0.000    0.000    0.000    0.000 legend_handler.py:433(__init__)
        1    0.000    0.000    0.000    0.000 geo.py:15(GeoAxes)
        1    0.000    0.000    0.000    0.000 util.py:14(__config_flags)
        1    0.000    0.000    0.000    0.000 locks.py:476(Barrier)
        1    0.000    0.000    0.000    0.000 std.py:131(Bar)
        1    0.000    0.000    0.000    0.000 pooling.py:1064(_LPPoolNd)
        1    0.000    0.000    0.000    0.000 _comparison.py:434(BooleanPair)
        1    0.000    0.000    0.000    0.000 streams.py:141(Event)
        1    0.000    0.000    0.000    0.000 axis3d.py:739(XAxis)
       11    0.000    0.000    0.000    0.000 reductions.py:112(_torch_reduce)
        1    0.000    0.000    0.000    0.000 normalization.py:14(LayerNorm)
        1    0.000    0.000    0.000    0.000 itt.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:14(is_available)
       30    0.000    0.000    0.000    0.000 function_base.py:20(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 abc.py:96(InspectLoader)
        1    0.000    0.000    0.000    0.000 kumaraswamy.py:23(Kumaraswamy)
        1    0.000    0.000    0.001    0.001 _script.py:934(_get_methods)
        1    0.000    0.000    0.000    0.000 __init__.py:50(QuantizedEngine)
        1    0.000    0.000    0.000    0.000 _package_unpickler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function.py:342(_SingleLevelFunction)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 __init__.py:2174(_TorchCompileInductorWrapper)
        1    0.000    0.000    0.000    0.000 rrule.py:1418(_rrulestr)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:521(_CollOp)
        1    0.000    0.000    0.000    0.000 __init__.py:1322(ELEMENTWISE_TYPE_PROMOTION_KIND)
        1    0.000    0.000    0.000    0.000 platform.py:920(uname_result)
       12    0.000    0.000    0.000    0.000 dataclasses.py:646(<genexpr>)
        1    0.000    0.000    0.002    0.002 rng_prims.py:154(register_run_and_save_rng_state_op)
        1    0.000    0.000    0.000    0.000 model.py:241(_TorchDispatchModeKey)
       34    0.000    0.000    0.000    0.000 core.py:1964(recurse)
       11    0.000    0.000    0.000    0.000 api.py:509(method_factory)
        1    0.000    0.000    0.000    0.000 linear.py:14(Linear)
        3    0.000    0.000    0.000    0.000 storage.py:416(_share_memory_lock_protected)
        1    0.000    0.000    0.000    0.000 patches.py:1008(StepPatch)
        1    0.000    0.000    0.000    0.000 core.py:3559(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:155(HelpFormatter)
        1    0.000    0.000    0.000    0.000 conv.py:873(ConvTranspose1d)
        1    0.000    0.000    0.000    0.000 transforms.py:473(ReshapeTransform)
        1    0.000    0.000    0.000    0.000 pooling.py:394(MaxUnpool2d)
        6    0.000    0.000    0.000    0.000 __init__.py:732(__new__)
        4    0.000    0.000    0.000    0.000 mock.py:329(__getattr__)
        1    0.000    0.000    0.000    0.000 conv.py:54(Conv1d)
        1    0.000    0.000    0.000    0.000 normalization.py:148(InstanceNorm1d)
        1    0.000    0.000    0.000    0.000 conv_fused.py:39(_ConvBnNd)
        1    0.000    0.000    0.000    0.000 sampler.py:228(WeightedRandomSampler)
        1    0.000    0.000    0.000    0.000 code.py:17(InteractiveInterpreter)
        1    0.000    0.000    0.000    0.000 _internal.py:139(LogState)
        1    0.000    0.000    0.000    0.000 _digraph.py:6(DiGraph)
        1    0.000    0.000    0.000    0.000 Image.py:145(Transpose)
        1    0.000    0.000    0.000    0.000 __init__.py:1975(CUDARngStateHelper)
       32    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.001    0.001 font_manager.py:975(json_load)
        1    0.000    0.000    0.000    0.000 coroutines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _symbolic_trace.py:1025(_Patcher)
        1    0.000    0.000    0.000    0.000 join.py:86(_JoinConfig)
        1    0.000    0.000    0.000    0.000 request.py:2120(FancyURLopener)
        1    0.000    0.000    0.000    0.000 __init__.py:14(verbose)
        1    0.000    0.000    0.000    0.000 distributed.py:241(_DDPSink)
        1    0.000    0.000    0.000    0.000 conv.py:214(Conv1d)
        1    0.000    0.000    0.000    0.000 _decorator.py:173(runtime_validation_disabled)
        1    0.000    0.000    0.000    0.000 combinatorics.py:20(SamplerIterDataPipe)
        1    0.000    0.000    0.000    0.000 routeddecoder.py:18(RoutedDecoderIterDataPipe)
        1    0.000    0.000    0.001    0.001 _import_utils.py:8(_check_module_exists)
        1    0.000    0.000    0.000    0.000 _iotools.py:132(LineSplitter)
        3    0.000    0.000    0.000    0.000 __init__.py:51(__init__)
        1    0.000    0.000    0.000    0.000 quasirandom.py:7(SobolEngine)
       11    0.000    0.000    0.000    0.000 windows.py:54(decorator)
        1    0.000    0.000    0.000    0.000 argparse.py:1728(ArgumentParser)
        1    0.000    0.000    0.000    0.000 batchnorm.py:600(SyncBatchNorm)
        1    0.000    0.000    0.000    0.000 pooling.py:489(MaxUnpool3d)
        1    0.000    0.000    0.000    0.000 streamplot.py:259(DomainMap)
        1    0.000    0.000    0.000    0.000 core.py:81(__compat__)
        1    0.000    0.000    0.000    0.000 difflib.py:1666(HtmlDiff)
        1    0.000    0.000    0.000    0.000 calendar.py:58(Month)
        1    0.000    0.000    0.000    0.000 _VF.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        1    0.000    0.000    0.000    0.000 combining.py:125(_ContainerTemplate)
        1    0.000    0.000    0.000    0.000 utils.py:20(LinearBlockSparsePattern)
        1    0.000    0.000    0.000    0.000 fake_class_registry.py:12(FakeScriptObject)
        1    0.000    0.000    0.000    0.000 library.py:537(_impl)
        1    0.000    0.000    0.000    0.000 dataframes.py:441(DataFrameTracer)
        1    0.000    0.000    0.000    0.000 queue.py:316(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1109(OffsetImage)
        1    0.000    0.000    0.000    0.000 core.py:6726(MaskedConstant)
        3    0.000    0.000    0.000    0.000 core.py:1664(__invert__)
        8    0.000    0.000    0.000    0.000 util.py:118(clear)
        1    0.000    0.000    0.000    0.000 activation.py:59(Hardswish)
        1    0.000    0.000    0.000    0.000 transforms.py:984(LowerCholeskyTransform)
        1    0.000    0.000    0.000    0.000 grouping.py:14(BatcherMapDataPipe)
        1    0.000    0.000    0.000    0.000 _datasource.py:195(DataSource)
        2    0.000    0.000    0.000    0.000 <frozen os>:719(__setitem__)
        1    0.000    0.000    0.000    0.000 gridspec.py:521(SubplotSpec)
        1    0.000    0.000    0.000    0.000 registry.py:5(BackendFilter)
        1    0.000    0.000    0.000    0.000 calendar.py:113(_localized_day)
        1    0.000    0.000    0.000    0.000 patches.py:2276(_Style)
        1    0.000    0.000    0.000    0.000 model.py:1762(Annotation)
        1    0.000    0.000    0.004    0.004 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stackplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:4460(ConnectionPatch)
        8    0.000    0.000    0.000    0.000 core.py:5060(stopOn)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:30(ImagePalette)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:379(PngStream)
        1    0.000    0.000    0.000    0.000 dlpack.py:10(DLDeviceType)
        1    0.000    0.000    0.000    0.000 radam.py:29(RAdam)
        1    0.000    0.000    0.000    0.000 lazy.py:12(_LazyProtocol)
        1    0.000    0.000    0.000    0.000 adaptive.py:20(AdaptiveLogSoftmaxWithLoss)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
